from_address,reference-implementation
0xa379c6d131628f9e77511957c3c7f8eec8300eda,ERC-1167
0x60520f56e957d68514236f7f0c8dbb840418aef7,ERC-1967
0x04673b12a4b61c10e174d6e72b1a8e7393d345d3,ERC-1967
0x250c5cdd3b1f191fe843e20a13353d19cfb49d62,ERC-1167
0x1292ff66444a514cda18ce9ec7f04b504f48dac4,ERC-897
0x6b833eff139eb8ab16a953a6b55ba1094c5703e8,ERC-897
0x60720410bb1d9b57fa0563369bfbbc234cb791ca,ERC-1167
0xcaa86a50d786954e5f25648cc5c996393768c79c,ERC-897
0xbdccfd5eac655fd5c1b94ab8136f73e5dad772ad,ERC-1167
0x8a42757763e9c10c6cb7d2db91645daf1c96af00,ERC-1167
0xd692f297e832355bcbb12a6f8d00393c70259752,ERC-1167
0x7244b023160281addcc69c3db0e589c695facade,Customized
0x2c3f388a309f2d2f24449aedaa330566f99dcf15,ERC-1167
0x2476a1005b49be9f552c6d3733e0874ac26cada1,ERC-1967
0xadd4306eb86254b373ca9a7337213ad3a941bfd9,ERC-1167
0xd535bd4f612ed8688a119d94c8892f81520c5561,ERC-1967
0x956560abff6902ab978e8c17dc410530685ac4fa,Customized
0x6607e26d3592113775180c5e2673acc8d3573279,ERC-1967
0xa973a37618b4b8e0aeb709595b93967356595e7a,Customized
0x298b061e53477d19635f818d95bec943c94cb812,ERC-1967
0xdb9bc6865e8fdceb301fad918e2afe5dbc2ffa73,ERC-1967
0xe65bbc116c5421ca9e2483a68f9523d465b67d33,ERC-897
0x9ef9a21a834e55e14b40b1c25d14fc931a315e7a,ERC-1167
0x638a82eaf4bf1d5fb12c86c784815d6ca8d2702d,ERC-1167
0x2248542b296caf8a2b58a3a1118a67c56c3ef25d,ERC-1167
0x7014288b1762df5ded95d97966de1e9a02744778,ERC-897
0xc8221d1d1036c200faf269150a59801ea0b3efd5,ERC-1167
0xc8a175c935b002d83edbd0bc66c7c15e9d45981c,Customized
0xe796f4c67c1b3f7f06fbb5aeb148759d0664e63f,ERC-897
0xaba0acaa92364fe357e512e5ce4d463c3574a897,ERC-1167
0x912894db4556997454ff8cf92f0bea5b632db7d6,ERC-1167
0xa9a19069497a6322455b0c845829b5c0b145f8a0,ERC-897
0x5d622fa5521295216b03b069fa0fa83f171ce66e,Customized
0xb01f74d8c75cdf282c6ed6640fdbbf69442637c3,Customized
0xc82f24471606e808a72cb9bdc0caa1e88872ab33,ERC-1822
0xac39d736b770f1c7daa0b2e13f0ef9086043395e,ERC-1967
0x163f8de25483d4d0ba4a916f974efa3f22ba6fc8,ERC-897
0xf61b2e5bc09618dbd679f2c7f65d0f4fa72c80d0,Customized
0x3ef2a7713aaea9d620602162218681530f19b4e7,Customized
0x41a914660fb15a62bcb0b4ae11d864c02999a80a,ERC-1967
0xe9950ea30799eaaf2190b911a6901741290cfd2d,ERC-897
0x8145def5bb6ac77bff8eb045e67c9cd9d64b90d1,ERC-1167
0x40a99f3adb7abdc6fac2673b100e774af31aca45,Customized
0x96cabd48adac6d94a0ae32035cbddd95d7c7da69,ERC-1167
0x3257fd788bd30a1815ae903dbd569c5eae3fdb25,ERC-897
0x6eb5a4792bf12598458fd136e1d98af83e998ee1,Customized
0x85a50e09ee2ef6ced1fab2d2f501437cf5235dff,ERC-1967
0xb04c4e8ac439b57dc0c0306b109d35ae18a1f5a7,ERC-1967
0xa97aab20c0f18a8055765084c9dcd402beaf3d0b,ERC-897
0xfb2d35a0be9c1dec3cd1177a675479141f1cd026,Customized
0xfa46e96b4651967e888b7c11edaae773132145c5,Customized
0xd3e9fa06705d801ae9c1d721702cc8277974a7ef,Customized
0xca84264f8dee4a4e0926dbe12ef620f0cdba3e27,ERC-1167
0x18da548acf890ebb340aa1a434dfb4b76ae82158,Customized
0x4c914dff34d4a2ae26daf9548ed5c8d6916ecba7,ERC-1167
0x28358f63d9f345281af44c441c162acac0af5efa,Customized
0xf80672cc61d83de68d300ab128a8d16210299ea7,ERC-1967
0x7764ad3abbaff64382604ba39d3ea6a90c86edaf,Customized
0xfcfd9af0ad237b83cc4a60184be9f143c2ee3f9f,ERC-1967
0xfda9fd03059c15fa60b0bb5344ef3dfe973ea0a0,ERC-897
0xdc68e3610be6e2cce8aa762069a054bdaa9d5f81,ERC-897
0x7e72b61facd6a3bd4b3e2f580afee3c48a9d0f26,ERC-897
0x5031c94a1a9a03bca238ef31979c7bfe0a4128ff,ERC-1967
0xb442176a71a71a32b525f5e814f98def3343fe87,ERC-1167
0xf6e51fe4eb510a3f7d1848b6f01aad631a9aae13,ERC-897
0xe73a101064c7fe367798e1cb48ce3fd19b54bf8b,Customized
0xaf0de7ca0ca52dfae8b4c64e44efa8d6e2eca6f5,ERC-1167
0x05fd717330056bb2ca9793f0e8def709b425cf67,ERC-897
0xa202e6cea30c92e1bc9e86409cafa1c8778599a4,Customized
0x3607de3d8d7fa34823df3b5b755f0b587c122455,ERC-897
0xe4a0630d70f0a51def6566de7528ca5afcf29325,ERC-897
0x8cbe54309ccd8ecc9ce3b02fa6bb88e29db21333,ERC-1967
0x6293ebee4ed981d13a1dbf7166fbbbf01c1dfc26,ERC-897
0x0008fad7b0eac3f863498a864c037dc4a6a113e1,ERC-897
0x0a46cc7a1d79e4b7b715c355e56ea077c4968d96,Customized
0xc787fb5e76422a57f25866a610824047ea47189a,ERC-1967
0x78179d49c13c4eca14c69545ec172ba0179eae6b,ERC-1167
0x8b94539edbef6c4bf41e9fbe30a4e79dd6d1c4ae,ERC-1167
0x2086c59a1d336b7dc313de089e0078adabb0637a,ERC-1967
0x85c9397f39b87cb18c04f5c11170cdcf2485d8ec,Customized
0x267955b6ebbfca8d2a14b1f88e36c3d26d971d35,ERC-1967
0x0cf9a611fab2beadac52826f3436f901b6e9cf83,Customized
0xbc35d7753f0db8fb9c788b7d7d284cdd78a4ede3,ERC-897
0xa6d6bbf89018e3fd7d5ab1e6c4dd040a98228187,ERC-1167
0xbcf5f749079a13773ed8e06da12be07730b59433,ERC-897
0xf7eac9601900285b4c98fd0ea83eeb1fc4fb0cbc,ERC-897
0x7e2cd3b559768015b5ebce893e2e1e9bab7cb26b,Customized
0x7c58fe1d409fc335dea29e09b999ca392edb53a1,ERC-897
0x80abc503d0728058c24e73be6f8173377f89abc8,ERC-1967
0xc377b75f38e3198d3a0be5c34de099d713a1ec76,ERC-1167
0xa15aedaae1c362b4f34228051dc4ddeaf615ad53,ERC-1167
0xbe4c7bf415ae8c7a28992cc1c6feb4dbea01d6fd,ERC-1167
0x1a178cfd768f74b3308cbca9998c767f4e5b2cf8,ERC-1967 (Beacon)
0x5f8b4c975cb6cf9cdbed3070b9acf59f43c9259f,ERC-1167
0x15ea513db35bb3763371c08b400f3513b092151e,ERC-897
0xf88345738c1c950d5a82d6bb77fc00de464ac13d,ERC-1167
0x43ff710eb4a9eea396fb07132fddabb08f2b429c,Customized
0xb1702b59fa8781136800e5667bbe642f17ea1dcc,ERC-1167
0x8ec9524375149b9af77dd5c6a8449cfc14eb83ff,ERC-1167
0xb62d670d6cab72bedad9183c9bbec1167b0182f9,ERC-1167
0xcb10f24c70e9ce0feb0aa3362eb716736a3abb48,ERC-1967
0x47467fdd9526a5229dad62d12b111e563c1b9749,ERC-1167
0x9c0b9fbaf6b2e09344b26427dcfeabe7edd7fff8,ERC-1967
0x2118cec729b12a61c3caa1d559461876eda5ca62,ERC-1967
0xaedd317edaba902534e53f04443db259c5766afa,ERC-1167
0x9a56c9aaf1b5df6f88758cdfb414df2effbe31ef,ERC-897
0x0d7e62d2b046c05ee8578bfc631ac49773309800,ERC-1167
0x5e5494f8c5d9c1cba86ebc6615459443db5b10ad,ERC-1167
0xe226205467c8f0288f4becede9105ee3a61063af,ERC-897
0x70f579c02e32368132014a76f2289b6898a3f1e2,ERC-897
0x8017afc0e025723a99eb357aa1162aaaf9f37c21,Customized
0xfa9ba210f70987477f4d65639ebd194dc1184e61,ERC-1967
0x9ddc3d8ccaa9418abd8352b043ba3340bde3336d,ERC-1167
0x5f25fe256e8299d46d1ec0cd2df13e0c594779df,ERC-1167
0x0ad30463d0f7820c4d6bff86bdcdb343236b76e4,ERC-1967
0x29dbdb2b6a35a075f551ba9b1acd0e07fd3accbc,ERC-1167
0x7efea61df8c7912067f5ce7cbec6c1bbd7c30056,ERC-897
0x9f94a2bca4ae047b8fa7d8dffec587ab6101390c,ERC-1967
0x5de89cb4d6dc83a2a3279d8d9de936d870e0e7e8,ERC-1967
0xeadde95f2bb0c99ca348dd9d76cc306943a64eff,Customized
0x4b5bb864d5a24b8329e007aebe7a3ffd74ef8026,ERC-897
0xe14560ffd4690dfbbd0f28de8bbded7291743ad3,Customized
0xb49bad56441fb742af5bc7bfe3a0233021912f0b,ERC-1967
0x01824357d7d7eaf4677bc17786abd26cbdec9ad7,ERC-1967
0x3e28db188bb96b572f17139c70fc1e6db93d1bc2,ERC-897
0x0ef89e381c5e9dfef32c196cab64bcafae0eccdd,Customized
0x04a4d336e2344fb75b3579791a1ee30f6dd6595a,Customized
0x1bfdaa74184e09f21301eb0f4591cf3310dc9113,ERC-1967
0x23c1180f1a9c9739b8b515b37f7413aa24ec6838,Customized
0x6f41065d5291e38f74a162381a61ee86eeb5a767,Customized
0x393df551f6ad0d7688e215d0fa97713384d9ea50,ERC-1167
0x6d252baea75459ed0077410613c5f6e51cab4750,Customized
0xc7cb677179af85e847d6c85f6fb978dae0c5f60b,ERC-1167
0xea4038acbd8790e5fcd25bc56d3f04f75a35e918,ERC-897
0xcf8649525e340bc4077e099502ac1a4e9fd49c8a,Customized
0x3b42e0e97590eaa1cce3aa338d40649d6d656f6f,ERC-1967
0x8707e6b0aa0b2896b4db3600371fb8b160ae7a14,Customized
0xc0f455efd096213403e24daefc3b180041f9af7c,ERC-897
0x67d1ac1c9ba121cedab671c80a58b747bb2d4692,ERC-1967
0x776562940c7e0a3691918c48f51db4cd5db8e2b9,ERC-1167
0x4f10077b736bc169610c03260e64c929ed4dc967,ERC-1167
0x7c4da2fbbf40ec1bf6efbf7c117e89bc4c79d02b,ERC-897
0x421a8dfd8683400ee6afe8edebdbe6e76a61f278,ERC-1967
0x63dbf8bf68df092521401cab3038e19b5e2aedc6,Customized
0x5eef2747f49ce446f10036ddf48af6b27c3d61b7,Customized
0xc3ab2d39642983ede6395adfdecf205649b80bb4,Customized
0x5c0224daa71a169be42502221432c536965f8e91,ERC-1967
0x2b8f73a1990bc9f82800358ed5677470bdada167,ERC-897
0xf4f9dc0063e7fe339f2a6b5e068ee43cb52db204,ERC-1167
0x44b7f38b02690161b1793ad01f0138a3d96c5404,ERC-897
0x07f951fdfde80c24bee7719227c4f06348cf5882,ERC-1967
0x73923cd4ac5b54c82f4db94e5e79540a9bbe1533,Customized
0x28320317733e593e515a49191f64d362a2ad45aa,ERC-1967
0x7e81570e9135baee930da7e489503b8a3834f621,ERC-1967
0x962e3da847357476f4f942715edf9e3b5f6a4093,ERC-1167
0xee1a07ee9801a67f72f9e706503f61196db6bf83,Customized
0x3d9952d243eb6e5ff548af64b860710a0fd30b7f,ERC-1167
0x8d002e1ccbf69a0fe6daf56df61a879c2928436a,OpenZeppelin
0xd297b094607de535378000fa6fc45e71627fc839,ERC-1967
0x177ab110b08ecfda3a0e19952f0ba98b04ecd40b,ERC-1167
0xbe3d736b7715d16908c265ac5c26b70eb7a6022e,ERC-1967
0x15dab579b8f51c45d8a545f1817bad3073605e08,Customized
0xbee00557da2571167cc6c6bfa0544865da9836b8,ERC-1167
0x40359f0a3a92acc57c678fcb3e75485740ed3dfb,OpenZeppelin
0x0db39315e2df4fa404cf25bcff484e9086772e07,Customized
0xfaef359c2fc507b191e04dc2c7e487d949d0efb2,ERC-1167
0xefe6a552e44693cc487689ab3c5a174106484899,ERC-1167
0xa58af4890e35e69a5fa6e23a9b8e49a2ba88a74a,ERC-1967
0x61c50f7b2df96b1aa4c86a76b3db73473247675b,ERC-897
0x94ab8e298b32c90b6add98744ef7b51462a6bdb1,ERC-1967
0x27f6c8957078c84180900e3e8ed25c95cb78bcd0,ERC-897
0xcc3fd18492b97f79a3f359ba0d95bfcb85db011d,ERC-1167
0x5fb2859eea84bc8932e200b26d4a8280d233cf99,ERC-1967
0x572474b39287b2c05659216e4edfe3ce79009f14,Customized
0x0c75c25c438c0a08328f962e4ae3b57a3ef5dd33,ERC-1967
0x39c6b3e42d6a679d7d776778fe880bc9487c2eda,ERC-1967
0xab8a197d558df648bbd545a46641fa5b21fe119a,ERC-1167
0xec186186285e48d9a581b19c1680c7d4e91becab,ERC-1167
0xda3c3d66b4ec9d11b0b9d4b2ba1d56eb0d43f84a,ERC-1167
0x0c5be80bbed3dc1570f8effe4fd2b29252e02b36,ERC-1967
0x0f8701a617b42b9593fb5f9d61ddcba26905b31a,ERC-897
0xaa66e85682429a29363556ef757c44afc5000f00,ERC-1967
0x135fb054301624a4e64a0beba3cafdf291d6e0e3,ERC-897
0x46575629fe55e6926b3a7531b65916695247e076,ERC-1167
0x056aa974c3b7b7a6fd102c12b353fbe86d3d1a16,ERC-1167
0x55a5d6b9a15985dafe4c952a730a83a35181bdeb,ERC-1167
0x840c6f31aba651a4c7b326470dad1d99d631a4fc,Customized
0xa585376712e08c57d27d2bba51e0f53389867087,ERC-1167
0xf51c114e361eb620b114b5055bee4137e83b69d7,ERC-1167
0x456f22c9db2eacb3caeedff728cfee6f2437badc,Customized
0x9143d5c357aa5189c3b1b4fc2a905e5982481b36,ERC-897
0xbfecd80e07941998c7299bb7fd7090aaf0502852,ERC-897
0xb1f3f0fd3c8ccdbcd71f3ceb2fd7f84cadd6ab54,ERC-1167
0x2e66b2369d1087f7aea473cd7d4d2e7469d8d310,Customized
0x2c29a2f3a12fc6a42c247c3cb6b6c3af369e6dcd,Customized
0x904679cfe5926e595c6f4f69c2aa9e031ce91ba4,ERC-897
0xcc7e69cf6f115ebbe25012884447ff1483748fab,ERC-1967
0xb34a8cbe696bcbcd68f608074e4826f3ba429a41,ERC-1167
0x873cbbb5538443d3b0569a2c08340941997da7fb,ERC-1167
0x1967b5b7c7a367f94ef1fa80efde70a88a7522d0,ERC-1967
0xf82760853e707d683643fdbcff7ce57f428cff05,Customized
0x8916a9b0064feab04b3bf3729adbb0be119ed12d,OpenZeppelin
0x6c34d149e2b0b20218d5a814ad4992311f843b60,ERC-897
0x6cf66b679da7a8c74808100c7a634c8306700bcd,ERC-1167
0x0c9f0c277aaf7f233f1960831cc08816e28f978c,ERC-1167
0x71fc611bee1fafe66370358a5016f2a5ed9a3dd6,ERC-897
0x7a1a90ce0d3efa2bb0aa2bdfcebd2dc11a6bd68b,Customized
0xed7fdf06b2435744958fb27806807ec97bc2933a,Customized
0x55e83e851dbfd1e249d412128c86c4d1bd49ed8e,Customized
0xb0d0fe35d85689b0c9f95c1bd29d711b7f47c105,ERC-897
0x894aa47376d3092e2bd5d6be22faa227b13f3c7a,Customized
0x3618714d2072b69eb14d8f3a470deaa43ed8f88a,ERC-1967
0xb436327b09e4edf5c54977cca4bd61a531c41eb1,ERC-897
0x49be90abb08f304dc3ce4d9cda7e5abed79e01cc,Customized
0x5d7fb179e93930e46b0e8441fefeafc68f862979,ERC-1967
0x0200508f9fd931bdd22092221f823953aa5aae4f,ERC-1167
0x6fa871c599884d41f887ea1a72d628162b9cb33f,ERC-897
0x34abc95828c479e54e4ceeeb8f636e2cf5d53f43,ERC-1167
0xf6105bf47866841468bd1c982506dc51c2d27bc4,ERC-1167
0x95d99bf70e9792f64fddd78141636eec8a683818,ERC-1167
0x03c7b77500cb2bba3403e68b6490fa523219225b,ERC-897
0xb8cf4a28da322598fdb78a1406a61b72d6f6b396,ERC-1967
0x5ba5ae7117c0d64c271429d0a32ff01c569c9b4c,Customized
0x1d4956396efe4bdf18b8e71ca22495ba4ce376ea,ERC-897
0x86472c5920757f0c682aa18418c4aeb790de5eac,ERC-1967
0x86a7096f881d13e134899d6cfaa7b16f238be2e3,ERC-1967
0xc27cc509ad271dedef2e2c72459a4e588512e088,Customized
0xdb15cd9bf661802d1b3f5fe38bada0493897ed14,ERC-1967
0x74ebe51260bfa889aa448becb4598b5839c9ae06,ERC-1167
0xb5e9ac47293310a25ef3527887318b345269eba0,Customized
0x0aae1a1c85e1d11347a2c9c0a671a13f01c8d52f,Customized
0x243fd7ff65291e2db32e1771dd279576047e8bb1,ERC-1167
0x016e1254fb4038340a32ad54232e5769318f23fd,ERC-1967
0xc695af985a4f9c187247a3972b194d7bdb9b5570,ERC-1167
0xc928b3f1a4162f4ebc1feeb8b2b898f9dfa3ec98,ERC-1167
0x8aa573cb47dcb861e24dcc931d53cb509362c630,ERC-1167
0xff2ce703e900708b40680778099233c25e526f32,ERC-1167
0x10e905ea6969b4219e4ae60ece9ad5a96afe941e,Customized
0x5e6153643ebfe82d43f058b54512ead6ae39ddf2,ERC-1167
0xc22414554285e412fe3200442f92b837ba35acaa,Customized
0x94f17bcab2f6f391a5e8b85eb4eb25d0854255f6,ERC-1167
0xbf212e7b192e2c067b12cdc465ca76e4000c7c40,ERC-897
0xfc93a39f63de4c9345ac056d4057e35c3cd45ae3,ERC-897
0x6f3956fbfdc8ad4d43b123cb092c10cdce516aa3,ERC-1167
0xda69afd24ba6208d91107ec1166c576ae8808488,ERC-1167
0xa4263a35dc574ea2201c74e5def7608118e321fd,ERC-897
0x54cd3e9a20ea77a82a7b08359669eb3813c0c28e,ERC-1967
0x8d6f8292df3c3b6e0561a103ad1f54d80f66fcdb,ERC-1167
0x805d16188c8e3b0e019c7195f9f1e8aa688d96b1,ERC-1967
0xd17162da0f0c11a33cdacfe54cedb4b028bbdd2b,ERC-1967
0x1ea5b56a83d89064e389caf04374843f39c08d95,ERC-1167
0xa174a9b694d3271b6192f08d00ba65dad8cc3ecd,ERC-1167
0x9be1f881cdac1c07ab76c537e8f1840c7ad5490b,Customized
0x85f6ff6c144a1914c0fa57c0a4c6d695ec5387d9,ERC-897
0x1edd81515664048b0ac6bf34fd43adb9d0781da3,OpenZeppelin
0x5755643f99857635de4e7e2552a0e713965bb57f,Customized
0x527aed8533a596a7ed939b7cea5d14d8c056f82d,ERC-1967
0xfa2e0e12e8eb330450d0d503902990e337a213b0,ERC-1967
0xf3c27b49409d62bc50e3497c035a5208f0f8a401,ERC-1967
0x2444dee26599504c04319e2ee88adccb390f568b,ERC-1967
0x79539b2ea63f35b43815bbd76860075d6061890d,ERC-1167
0x9e41d61e40ed9525becf90ce0a2b65e375699e7e,Customized
0x781ac7339fa3a3a01787a97dc4d069a3114ac62f,ERC-897
0x0b0240185f5247684764db7a792f4025b7e242be,Customized
0xe6bdb12e7ae400ee558a99c70ea0dc3ce7ca6e5c,ERC-1167
0x6bd0c2a73f0ec5781f22fecf8090b8a38d61a278,ERC-1167
0xc9154d908a98f1e0771565286bfd2c0245e8d660,ERC-897
0x0caddab3c40d56cfe668d8dda885ad1bc1e5ffba,Customized
0x9835ee5ce8e0665f17a8178cad8efc1fad14d42c,ERC-1967
0x04bbb85a471a2b4dce4ac66940658b223fe84b21,ERC-1167
0xf989a0e863d8deb62df497edfe34bc51cdd69e80,ERC-1167
0x49f8c60cfc03640e7293c15abe4c59ed6573304d,ERC-1167
0x3090e1e10247d552520105597228c3937b92d13f,ERC-897
0xdd827a9bbc236a5af16bd7a57983793944bf68db,ERC-897
0x7081ef91f60bc6ef6df1dd5fe58929fd2c7f4752,ERC-1167
0x428bf21a1233ed47005dafefaf3a4eb4c57e6574,ERC-1167
0x6d2f347dcfc55c6ac80e515a58344acd7fef0b84,ERC-1167
0x6aec7f0c4a6a27f70cdbb10e2fc295c163f70cd2,Customized
0xc94be6acc592957291d787e802b0c932a76d671a,Customized
0xbfb33a218ee5bf3bbd6ee7bf991f912b61cf6328,ERC-1967
0x2afb5561b6c8320359ec5b0966005d1c6e4f8be5,ERC-1167
0x974c8e893d97d6fa6d028a3016d819cfb6b0206c,ERC-1967
0x66eda82a64440275ade41d8e8ac8c62bdf8fbfe3,ERC-1967
0x77f0e490d43eb2a44b19cff69c509c866e159801,ERC-1167
0x17d558a698808696a58ddc0f0bc6a6ae127cc7e2,ERC-897
0x008f1d56403c0879bf0a4a1f2f52530a643129f4,ERC-1167
0x8ee9be0b2474f182ede855f98850a27057b4c34b,ERC-1967
0x93b281ee7e979a78177f2067fc4ddceab720ddba,ERC-897
0x7769b87282b60e3fec8bc3eb9d910ac05357eb6a,Customized
0xa047498beaf604eaaef4f85b0085eddbb4253085,ERC-897
0xac56debc541a359b7a406fc4325e4e55848f35d8,ERC-1967
0x8ea5b56d1c4b746c0bc386e9f85162dcedbd2e89,ERC-897
0x6535490a96f00387592fa79b310a72e04e2f2809,Customized
0x166fa489de3123c4c1c1ee302e895b9faae44454,ERC-1967
0xbe1951b7ba3fe7f5b484f6b4cea129eb61a48c19,ERC-897
0x52172964b91b4c366c85500f0ddd3615551af28b,ERC-897
0xeb5ed76f08fb406e69bbc873bd8f23d4ec2594f7,Customized
0x8ee1787fe35cf85a55f469d2a5aa949378ecb968,ERC-897
0xa82a423671379fd93f78ea4a37aba73c019c6d3c,Customized
0x727b242c336170500cca07e063bfa0b4e577806a,Customized
0x47d966084556ef897fcd989b5b63554d792a4e19,ERC-897
0xe408a30094123267045724ca6aa1be494c3b0d92,ERC-1167
0xff16456959588961ba13b7bb582cad96f9f6afc9,ERC-1967
0xd4f7466b52eddb4bf20c520fbe308b0961659b03,ERC-1967
0x88366e3bb908345cafcccaaee3f1e501373d179d,ERC-1967
0x6a5e62442f38c776ad65b93b0c9ee8a21b978d8c,ERC-1167
0x14172ed7cd9c965e0193f2ee6088669fa3c45100,ERC-1967
0xc6a32ad7d94a879701d9a5080f002277a6873378,ERC-1967
0x5b78ac90552b5f772f6a0a634987ef7c0da43f48,ERC-1167
0xba13906a9188370f5c056fafad5e59ad59d379b2,ERC-1167
0x64256278d6e5b8a36fb8ca079ba8125b34d02df7,ERC-897
0x5fd7700fb81c2ea14f538ea5ec70ecb7dee6763b,ERC-1167
0x9d393115edca63ac518d59d5cd86a92df3212bd8,ERC-1967
0xe79cce05de11f9f1421aa5ca20db48092da10b6c,ERC-1967
0xfd8f77b8f8d5ee123bf0c4c7f7fd2b8992baf66e,ERC-1967
0x64ec5bac5701884657e2e7803180caf9afed0a5e,ERC-1967
0xbb19e8acaf73d54b9c9e608162602a34fdedb0b8,Customized
0xa1d2d8651b7ea25e09eca4d75ab4579e0424aaa3,Customized
0x7d99c24937006fec52e7e665df9ba87f76b3e151,ERC-897
0x3c56a8eec9bb381d525c034b4ee0b6353633aa12,Customized
0x0c83296077216b5f711e656f0ddd961ebdfcc993,ERC-1967
0xe7ff7168c16c75ef931ba283d2905c358901f502,ERC-897
0xce984a977fb11a51660034662870735d9eed9cf7,ERC-1967
0x7a90ee26b4f8b01ca647e3e888b13f734326f7a8,Customized
0xd093fa4fb80d09bb30817fdcd442d4d02ed3e5de,ERC-1967
0x8a559bfda5efeb326fb33cf9358622da6da21c99,Customized
0xbeb49c9cc2b5fcff3fc7c04f1f5f403a9d31deba,ERC-1167
0x0eed36d8531dae2c36dd739662df422107ca6604,ERC-897
0x370894d17eff5047569dca4b991bbb04b5ec3ab0,Customized
0x2490a887d3e05b040d9be5edd9058ae7ae36278f,ERC-897
0x494027e3424b4b5f5fb2e1df67c4f32dd895fc48,ERC-1167
0xafbd3fce2dadba9716d0257f8aa76df6f6b15591,ERC-897
0xe84d68471ea7b9410a0d2cad8d2cb631742c5acb,ERC-1167
0x1909f16783dcf477651d0c10d210441d26aa16ed,ERC-1967
0x2124d0f6509782d476fc8d1c1eec51173b6cba67,ERC-897
0x535ab7bca5eb2fe20c71bbcf2b62eb01080906c8,ERC-897
0x6bbbc31b5e236e498823bf079e8a4906cb90bdbb,ERC-1167
0x79a7980c94b7c024a83bf00e50777b21a2dd6236,ERC-1167
0x0370d4cfff1e05c2bfb1ec0cc470363b2f407543,Customized
0xd6d9ea0826c8857d4e0d52d4a65ee9580b9a3fa9,Customized
0x545d58eb66057dd740a80bbec260a8b92afcc0f8,ERC-897
0x92982d7c3768d7d519ddd9ac606b56e173d7d9aa,ERC-1167
0xd35ce030926b65f6f3788f8294767298f141a30d,ERC-1167
0x65c956d17ab35540f365c3212a61c8c38d6ef692,ERC-897
0x15e5988bdff92594411d316e027164f3b2d25a80,ERC-1167
0x837f60e4f4d010943fdf93e5f3c3de8b6ef71006,ERC-897
0x2e001f0a53709c6a93f38724b9d52258943452ba,ERC-897
0xd4d496632b9af3122fb5ddbf0614aa82effa9f99,ERC-1967
0xcd6c35d30c4dc19dbf9309fc8415bf3a60c521b0,ERC-897
0x73581551665680696946f568259977da02e8712a,ERC-897
0x23895990e16d2db431b7ca73276bad14f41ca51a,ERC-1967
0xf1f658789c3107734c1dde1195740bc340277370,ERC-1967
0x5832a3cf8d786be6caff1bb32b5ecdfbdea18ab8,ERC-897
0x80303eb87a3f5c28bf6cc1b0761e6910de793c52,ERC-1167
0xef947a38c7ccee2cdb51a15b1a3aa66d6f363995,ERC-1167
0x12e98c9b9b266255bf037ccafcf87657e9a0b31b,Customized
0xdc332a2b7145e3d17a8e27597a17563383d59a81,ERC-1167
0x8035f94b6cec98c84dd3bab031df866536f32779,ERC-897
0xf4641ffae4793666c864902ff2c12b97da1e9ba3,Gnosis Safe Proxy
0xd6515b1e015d30416831e973036b3d1104c95a9e,ERC-1167
0x03b9fb5a9644d7185c608944535f8b3538f1aa28,ERC-1167
0x78d611361b657aa9788423e34a59ce0ed93bdab1,ERC-1167
0x418a24a09bf172ed1c324ed7f581ac436f3537c8,Customized
0x1b52a77fbfdbc8c219b5c9591bdee23267066d08,ERC-897
0xdc10051dc2cc557f62dbb2b8daf2b7d8aee4559c,ERC-1967
0x28dcf328ab8168e449805da91ad4471336aa5d02,ERC-1967
0xb0df3f6d60b0c2b0e763c5f26b5fd469b60682a2,ERC-1167
0xa59bc7cd632a50b3f10340a85c932cffb0378786,Customized
0x5f67ee08b3c3f097454febe66cf9f211af835fde,ERC-897
0x4dd65ada1c8a292af96a86bf1c50d264a8054670,ERC-1967
0xe3e33dd22f40571c38e3328ce6c6d148d4914b5f,ERC-1167
0x58e8dcc13be9780fc42e8723d8ead4cf46943df2,ERC-1967
0x744e9aea7fae0ee9b505af93a26a30ab81ac4deb,ERC-1967
0xcbeaa627122ee2fbda3f08674220ef1ad523863a,ERC-1167
0x36665e72895b198d815b29674bd79bde330ff1d7,ERC-1967
0xe7d70ea0d10b24502d70b76bc3089a37dde97f89,Customized
0x74e9d291313cb2677f6367965577d57562af5e53,Customized
0x302eb95360c88e6b420870b326d2961851ec19f8,ERC-1967
0xdf6bf733d9263c8b307cdb932c63c50f80db50dd,ERC-1167
0x0aec986e99a8da67fee8e20a3f62e9e97b23a8f0,ERC-1167
0x4661e547fe455a896bccf6d0c9f243ba6914e7b4,Customized
0xd98557d25f19c09e50928ef71b1e240559ec3753,ERC-897
0x3ff2d8eb2573819a9ef7167d2ba6fd6d31b17f4f,ERC-1167
0x0fe38f31888a8df239b6ec94885d37f8a6281391,ERC-897
0x5aa8a9242627404c31eded1c3b5fc53fe52a57c5,ERC-1167
0x9669e1d9e4c786c6d8b329dec90788faf791d171,ERC-1167
0x5d2503b84357d0e1225c5e113f5b5e07d235bf5d,ERC-897
0x6a1fbd083380d585df1bb3337a7d087be9d72b73,ERC-1967
0x04d155b0ce5eca2edadff3f49cd9f5f0f37432e8,ERC-1967
0x1be1d701d8b609be6ec3eaa006062ab4a395de5d,ERC-897
0x88316f8adbedf62e82cd0f172851f409f6d3385a,ERC-897
0x28f169ded084911b33b7f1d6589fa9217d599508,ERC-1967
0xa608b91dfa2bce25355b123f4623c5d2b4c5327b,Customized
